材料号,合同号,入口厚度,入厚上跳,入厚下跳,入口宽度,宽反值3(a3),宽跳上限(a4),退火温度,温度上跳,温度下跳,退火曲线,分区,物料标签,宽反标记,分类代码,销售品种代码,合同属性(IPS),适配辊,对应辊,宽反值1(a1),宽反值2(a2),入口重量,物料属性,分选度,出钢记号,出口厚度,出口宽度,切边,分卷数,下道机组,均温最小,均温最大,周,交货期,距DL天数,计划量,欠量,表面结构,粗糙度,粗糙度最小值,粗糙度最大值,订货重量上限,订货重量下限,订货重,平整率,涂油种类,涂油量,牌号（钢级）,包装方式代码,入口内径,用户,中文用途,钢级代码,产线族,材料组别,补充号,集批代码,后处理,返修类型,返修机组,新试号,工序特殊要求,合同加工途径,产品最终用途码,紧急标记,紧急合同标记,厂别区分,库号,超投比例标记,材料强度等级,BACKLOG工序位,制造命令号,上工序生产时刻,出口重量,入口外径,入口材料类型,出口外径,出口长度,出口材料重范围标记,计划确定标记,结束生产时刻,计划工序代码,入口长度,入口材料号校验,全程工序途径码,全程工序代码,全程工序顺序号,计划分类,返修标记,牌号标准,后全程工序代码,后全程工序顺序号,成品工序标记,计划生产时间,开始生产时刻,合同拖期标记,预计划路径,关联计划号,前材料号,BACKLOG工序值,产品规范码,材料回退标记,镀层种类,上表面镀层重量,下表面镀层重量,平整方式,保护气体种类代码,订货宽度,优化标记,出口卷号,运输方式代码,粗糙度代码,终到站港代码,终到站港描述,委托控货标志,留料标志,高优先级标记,已排程标记,入口材料号,合同性质代码
21131757200 ,M1F0001348,1.166,1.466,0.866,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.79,999,3,AP0540D1,1.164,1250,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158559,2.0211E+13,11,1926,1,0,0,,,,,2251,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131757300 ,M1F0001348,1.166,1.466,0.866,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.65,999,3,AP0540D1,1.164,1250,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158559,2.0211E+13,11,1918,1,0,0,,,,,2239,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131757500 ,M1F0001348,1.166,1.466,0.866,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.76,999,3,AP0540D1,1.164,1250,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158559,2.0211E+13,11,1918,1,0,0,,,,,2248,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131757600 ,M1F0001348,1.166,1.466,0.866,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.78,999,3,AP0540D1,1.164,1250,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158560,2.0211E+13,11,1923,1,0,0,,,,,2249,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131758000 ,M1F0001348,1.166,1.466,0.866,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.74,999,3,AP0540D1,1.164,1250,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158560,2.0211E+13,11,1920,1,0,0,,,,,2249,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131756900 ,M1F0001347,1.166,1.466,0.866,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.63,999,3,AP0540D1,1.164,1250,0,0,D208,0,0,Y,20211031,15,0,145,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158558,2.0211E+13,11,1920,1,0,0,,,,,2239,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131757000 ,M1F0001347,1.166,1.466,0.866,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.68,999,3,AP0540D1,1.164,1250,0,0,D208,0,0,Y,20211031,15,0,145,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158558,2.0211E+13,11,1920,1,0,0,,,,,2243,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131704900 ,M1F0001349,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.65,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z03,,,9,21158560,2.0211E+13,11,1918,1,0,0,,,,,1792,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131704700 ,M1F0001349,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.67,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z03,,,9,21158560,2.0211E+13,11,1918,1,0,0,,,,,1794,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131868500 ,M1F0001349,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.77,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158560,2.0211E+13,11,1923,1,0,0,,,,,1797,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131868600 ,M1F0001349,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.7,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z05,,,9,21158560,2.0211E+13,11,1923,1,0,0,,,,,1793,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131868400 ,M1F0001349,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,27.57,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158560,2.0211E+13,11,1981,1,0,0,,,,,1924,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131757400 ,M1F0001348,1.166,1.466,0.866,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.79,999,3,AP0540D1,1.164,1250,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158559,2.0211E+13,11,1926,1,0,0,,,,,2252,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131704600 ,M1F0001349,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.44,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z05,,,9,21158560,2.0211E+13,11,1908,1,0,0,,,,,1776,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131704800 ,M1F0001349,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.84,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z03,,,9,21158560,2.0211E+13,11,1929,1,0,0,,,,,1804,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131918000 ,M1F0001353,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.59,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,155,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z04,,,9,21158559,2.0211E+13,11,1914,1,0,0,,,,,1781,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131918100 ,M1F0001353,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.7,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,155,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158559,2.0211E+13,11,1920,1,0,0,,,,,1790,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131920200 ,M1F0001367,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,34.05,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,18,8,18,0.8, ,5,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,0,999,0, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158822,2.0211E+13,18,1890,1,0,0,,,,,3281,,14ADDAHBIR9A9B9C9D,IR,5,,0,BKJM2019-016,9A,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,52820302,佛山中外运码头, ,0,0,0,,QSA
21131868800 ,M1F0001353,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.7,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,155,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158559,2.0211E+13,11,1923,1,0,0,,,,,1793,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131868700 ,M1F0001349,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.63,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z02,,,9,21158560,2.0211E+13,11,1920,1,0,0,,,,,1790,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131722900 ,M1F0001351,1.954,2.454,1.454,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,26.8,999,3,AP0540D1,1.94,1250,0,0,D208,0,0,Y,20211031,15,0,40,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z05,,,9,21158475,2.0211E+13,11,1953,1,0,0,,,,,1395,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131829100 ,M1F0001351,1.954,2.454,1.454,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,20.56,999,3,AP0540D1,1.94,1250,0,0,D208,0,0,Y,20211031,15,0,40,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z05,,,9,21158558,2.0211E+13,11,1734,1,0,0,,,,,1072,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131704500 ,M1F0001353,1.461,1.861,1.061,1254,250,300,800,821,779,U80, ,,N,1,M0,GI-内板钝化,1.7/2.0/2.5/3.0,,4,4,25.55,999,3,AP0540D1,1.455,1250,0,0,D208,0,0,Y,20211031,15,0,155,5,1,0.1,2,11,7,11,1.6, ,1,DC51D+Z,1n,610,青岛海尔零部件采购有限公司,普通白色家电内板加工,MI27CMDQC07,,BE0,0,999,11, , , ,,D00A000BR00000000,MJ00, , ,,Z05,,,9,21158559,2.0211E+13,11,1917,1,0,0,,,,,1784,,14ADDAHBIR9A9B9C9D,IR,5,,0,BXYM2017-034,9A,6,0,,,,,,,,MDY7Y2B034,,1,60,60,,,1250,,,水路运输,,51140004,番禺南沙货运码头, ,0,0,0,,QSA
21131920900 ,M1F0001366,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,34.09,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,18,8,18,0.8, ,5,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,0,999,0, , , ,,D00A000BR00000000,MK05, , ,,Z05,,,9,21158822,2.0211E+13,18,1890,1,0,0,,,,,3284,,14ADDAHBIR9A9B9C9D,IR,5,,0,BKJM2019-016,9A,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,52820302,佛山中外运码头, ,0,0,0,,QSA
21131920000 ,M1F0001367,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,34.04,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,18,8,18,0.8, ,5,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,0,999,0, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158822,2.0211E+13,18,1896,1,0,0,,,,,3283,,14ADDAHBIR9A9B9C9D,IR,5,,0,BKJM2019-016,9A,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,52820302,佛山中外运码头, ,0,0,0,,QSA
21131920100 ,M1F0001367,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,34.26,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,18,8,18,0.8, ,5,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,0,999,0, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158822,2.0211E+13,18,1902,1,0,0,,,,,3301,,14ADDAHBIR9A9B9C9D,IR,5,,0,BKJM2019-016,9A,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,52820302,佛山中外运码头, ,0,0,0,,QSA
21131750600 ,M1F0001365,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,35.14,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,18,8,18,0.8, ,5,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,0,999,0, , , ,,D00A000BR00000000,MK05, , ,,Z04,,,9,21158551,2.0211E+13,18,1918,1,0,0,,,,,3397,,14ADDAHBIR9A9B9C9D,IR,5,,0,BKJM2019-016,9A,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,52820302,佛山中外运码头, ,0,0,0,,QSA
21131750700 ,M1F0001365,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,35.2,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,18,8,18,0.8, ,5,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,0,999,0, , , ,,D00A000BR00000000,MK05, , ,,Z04,,,9,21158551,2.0211E+13,18,1924,1,0,0,,,,,3401,,14ADDAHBIR9A9B9C9D,IR,5,,0,BKJM2019-016,9A,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,52820302,佛山中外运码头, ,0,0,0,,QSA
21131750520 ,M1F0001365,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,32.36,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,18,8,18,0.8, ,5,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,0,999,0, , , ,,D00A000BR00000000,MK05, , ,,Z05,,,9,21158551,2.0211E+13,18,1849,1,0,0,,,,,3125,,14ADDAHBIR9A9B9C9D,IR,5,,0,BKJM2019-016,9A,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,52820302,佛山中外运码头, ,0,0,0,,QSA
21131919700 ,M1F0001366,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,34,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,18,8,18,0.8, ,5,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,0,999,0, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158822,2.0211E+13,18,1890,1,0,0,,,,,3278,,14ADDAHBIR9A9B9C9D,IR,5,,0,BKJM2019-016,9A,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,52820302,佛山中外运码头, ,0,0,0,,QSA
21131919900 ,M1F0001366,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,33.77,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,18,8,18,0.8, ,5,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,0,999,0, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158822,2.0211E+13,18,1884,1,0,0,,,,,3256,,14ADDAHBIR9A9B9C9D,IR,5,,0,BKJM2019-016,9A,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,52820302,佛山中外运码头, ,0,0,0,,QSA
21131920700 ,M1F0001396,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,34.1,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,68.19,213,5,1,0.1,2,18,8,18,0.8, ,1,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,A,999,0, , , ,,D00A000BR000000V0,MK05, , ,,Z02,,,9,21158823,2.0211E+13,0,1892,1,0,0,,,,,3286,,14ADDAHBIRPV9A9B9C9D,IR,5,,0,BKJM2019-016,PV,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,52820302,佛山中外运码头, ,0,0,0,,QSA
21131337500 ,M1FC003463,1.79,2.29,1.29,1276,250,300,800,811,789,UZ0, ,,Y,8,MC,GI-内板,1.7/2.0/2.5/3.0,,16,250,19.64,999,3,DU6221A1,1.8,1260,1,0,D208,0,0,Y,20211026,0,0,38.63,5,1,0.1,2,10,6,10,0.2, ,3,HC340/590DHD+Z,1n,610,重庆市永川区长城汽车零部件有限公司,轿车结构件及其它内板,MI60DHDQC00,,BE0,0,999,0, , , ,,D00A000BR00000000,MA50, , ,,Z04,,,9,21156971,2.0211E+13,10,1689,1,0,0,,,,,1106,,14ADDAHBIR9A9B9C9D,IR,5,,0,BQXH2020-027,9A,6,0,,,,,,,,MDY0Y02027H,,1,50,50,,,1260,,,水路运输,,S1200038,天津临港4号码头,A,0,0,0,,QZA
21131920300 ,M1F0001367,0.771,1.071,0.571,1719,250,300,810,821,799,UZ1, ,,N,1,M0,GI-内板,1.7/2.0/2.5/3.0,,3,3,34.05,999,3,DT3350D1,0.776,1716,0,0,D208,0,0,Y,20211031,15,0,200,5,1,0.1,2,18,8,18,0.8, ,5,DC51D+Z,x6,610,青岛海尔零部件采购有限公司,白色家电外板加工_表面要求,MI35IFEQC03,,BE0,0,999,0, , , ,,D00A000BR00000000,MK05, , ,,Z02,,,9,21158822,2.0211E+13,18,1890,1,0,0,,,,,3281,,14ADDAHBIR9A9B9C9D,IR,5,,0,BKJM2019-016,9A,6,0,,,,,,,,MDS9S1J016,,1,40,40,,,1716,,,水路运输,,52820302,佛山中外运码头, ,0,0,0,,QSA
